,Restaurant Name,City,Cuisine,Meal Name,Meal Price (€),Restaurant Rating,Meal Rating
2513,Heavenly Palace Halle (Saale),Halle (Saale),German,Schnitzel,16.64,3.2,2.8
2514,Succulent House Hamburg,Hamburg,Turkish,Meze Platter,67.43,2.9,5.0
2515,Zesty Bites Halle (Saale),Halle (Saale),German,Labskaus,53.24,4.3,4.0
2516,Exotic Grove Munich,Munich,Chinese,Fried Rice,8.24,2.6,1.5
2517,Flavorful Eats Hanover,Hanover,Mediterranean,Tabbouleh,64.05,1.6,4.4
2518,Smoky Food Spot Heidelberg,Heidelberg,Japanese,Udon Noodles,47.81,1.4,3.1
2519,Fusion Oasis Trier,Trier,Japanese,Udon Noodles,74.6,4.9,1.5
2520,Grand Delights Gelsenkirchen,Gelsenkirchen,Italian,Margherita Pizza,5.29,4.0,4.5
2521,Vibrant House Offenbach,Offenbach,German,Haxe (Pork Knuckle),34.34,3.9,2.1
2522,Exotic Bistro Mainz,Mainz,Italian,Fettuccine Alfredo,12.92,4.2,3.0
2523,Smoky Flavors Göttingen,Göttingen,Mexican,Tacos,33.33,1.3,3.2
2524,Vibrant Food Spot Regensburg,Regensburg,Turkish,Döner Kebab,2.46,4.1,1.4
2525,Cozy Retreat Bonn,Bonn,Mexican,Elote,75.66,3.7,1.6
2526,Gourmet Table Bergisch Gladbach,Bergisch Gladbach,Japanese,Unagi Don,17.72,1.0,5.0
2527,Juicy Kitchen Nuremberg,Nuremberg,German,Matjes Brötchen,40.5,1.0,1.5
2528,Sizzling Eats Göttingen,Göttingen,Japanese,Soba Noodles,46.86,2.3,1.5
2529,Fresh Bistro Dortmund,Dortmund,Indian,Paneer Butter Masala,52.05,1.7,4.6
2530,Grand Table Potsdam,Potsdam,French,Cassoulet,62.71,1.2,4.8
2531,Succulent Cafe Dresden,Dresden,Indian,Aloo Paratha,15.59,4.1,1.8
2532,Cozy House Munich,Munich,Chinese,Century Egg Congee,10.86,2.8,1.1
2533,Juicy Barbecue Duisburg,Duisburg,German,Kartoffelsalat,49.69,2.0,3.9
2534,Gourmet Pizza House Mainz,Mainz,Chinese,Fried Rice,62.63,2.7,4.9
2535,Sizzling Eats Offenbach,Offenbach,Japanese,Natto with Rice,45.04,1.6,3.4
2536,Delicious Palace Augsburg,Augsburg,Japanese,Tempura,64.04,1.9,4.2
2537,Golden Diner Erlangen,Erlangen,Italian,Parmigiana,67.97,3.6,2.6
2538,Crispy Delights Berlin,Berlin,Thai,Kanom Krok (Coconut Pancakes),77.88,3.5,2.8
2539,Succulent Feast Koblenz,Koblenz,Chinese,Char Siu Pork,63.36,2.3,3.6
2540,Vibrant Burger Spot Trier,Trier,Mexican,Quesadilla,25.35,3.0,2.4
2541,Exotic Cellar Chemnitz,Chemnitz,Indian,Palak Paneer,39.78,4.3,1.8
2542,Heavenly Den Mainz,Mainz,Indian,Pav Bhaji,22.43,3.4,2.0
2543,Spicy Oasis Hamburg,Hamburg,German,Haxe (Pork Knuckle),49.17,4.5,2.0
2544,Vibrant Retreat Magdeburg,Magdeburg,Mediterranean,Paella,11.73,4.2,4.2
2545,Sizzling Grove Bochum,Bochum,German,Labskaus,26.93,1.3,2.7
2546,Exquisite Tavern Dortmund,Dortmund,German,Spätzle,48.15,2.4,1.8
2547,Gourmet Palace Bottrop,Bottrop,Japanese,Takoyaki,14.56,4.0,3.0
2548,Succulent Gastronomy Lübeck,Lübeck,French,Soufflé,31.62,4.1,1.2
2549,Divine Eats Reutlingen,Reutlingen,Chinese,Bok Choy Stir Fry,23.82,5.0,1.5
2550,Exotic Den Leipzig,Leipzig,German,Spätzle,36.19,4.7,1.7
2551,Fresh Delights Aachen,Aachen,Italian,Penne Arrabbiata,71.62,3.2,4.3
2552,Exotic Food Spot Erlangen,Erlangen,German,Spätzle,68.27,2.9,2.6
2553,Tasty Palace Bremerhaven,Bremerhaven,Italian,Tagliatelle al Tartufo,33.75,1.2,3.6
2554,Heavenly Delights Bielefeld,Bielefeld,Mediterranean,Kibbeh,9.0,2.7,3.6
2555,Crispy Burger Spot Bochum,Bochum,Turkish,Baklava,37.59,3.8,1.8
2556,Savory Corner Bielefeld,Bielefeld,Mediterranean,Spanakopita,15.07,4.8,4.7
2557,Sizzling Grove Wolfsburg,Wolfsburg,French,Ratatouille,56.84,2.5,3.0
2558,Yummy Diner Berlin,Berlin,Chinese,Char Siu Pork,14.7,2.9,1.2
2559,Succulent Gastronomy Nuremberg,Nuremberg,Mediterranean,Shawarma,36.42,4.4,1.9
2560,Smoky Burger Spot Mülheim,Mülheim,Turkish,Hamsili Pilav,59.15,3.7,1.8
2561,Fusion Hub Halle (Saale),Halle (Saale),Mediterranean,Saganaki,75.12,4.2,1.6
2562,Gourmet House Augsburg,Augsburg,Italian,Ossobuco,9.5,2.6,3.6
2563,Spicy Heaven Braunschweig,Braunschweig,Chinese,Lotus Root Salad,37.75,4.1,4.3
2564,Juicy Bistro Cologne,Cologne,Japanese,Unagi Don,2.37,1.6,1.3
2565,Grand Feast Munich,Munich,Indian,Paneer Butter Masala,23.38,3.6,2.4
2566,Rustic Bites Wolfsburg,Wolfsburg,Italian,Parmigiana,61.97,1.8,1.4
2567,Zesty Bistro Wuppertal,Wuppertal,Mexican,Enchiladas,40.11,1.1,2.2
2568,Royal Cafe Erlangen,Erlangen,Italian,Parmigiana,10.66,3.7,4.6
2569,Flavorful House Berlin,Berlin,Indian,Rogan Josh,63.82,1.6,3.8
2570,Elegant Cellar Pforzheim,Pforzheim,Turkish,Lahmacun Wrap,66.31,4.2,1.7
2571,Juicy Heaven Bergisch Gladbach,Bergisch Gladbach,French,Beef Bourguignon,65.22,3.0,2.8
2572,Fresh Cuisine Gelsenkirchen,Gelsenkirchen,German,Pretzel & Beer,50.23,4.4,1.4
2573,Divine Palace Hanover,Hanover,Thai,Tom Yum Soup,26.01,4.2,3.3
2574,Elegant Feast Dortmund,Dortmund,Italian,Parmigiana,8.79,5.0,2.8
2575,Heavenly Grill Halle (Saale),Halle (Saale),Thai,Kanom Krok (Coconut Pancakes),31.66,2.5,2.7
2576,Zesty Barbecue Berlin,Berlin,Italian,Bruschetta,43.64,4.1,1.7
2577,Heavenly Burger Spot Hanover,Hanover,Mexican,Ceviche,23.91,1.2,3.3
2578,Golden Nest Nuremberg,Nuremberg,Japanese,Unagi Don,75.13,5.0,2.0
2579,Vibrant Resto Leverkusen,Leverkusen,Japanese,Miso Soup,73.47,1.2,4.9
2580,Smoky Hub Leipzig,Leipzig,French,Duck Confit,7.41,2.4,2.8
2581,Elegant Grove Oberhausen,Oberhausen,Mediterranean,Baba Ganoush,6.63,1.8,2.7
2582,Succulent Tavern Bergisch Gladbach,Bergisch Gladbach,Mexican,Burrito,77.09,3.4,3.8
2583,Zesty Burger Spot Kassel,Kassel,German,Schnitzel,68.14,2.4,2.3
2584,Zesty Pizza House Salzgitter,Salzgitter,Indian,Palak Paneer,25.61,5.0,2.7
2585,Exotic Tavern Herne,Herne,French,Croissant,3.13,2.7,4.8
2586,Exotic Table Mannheim,Mannheim,Mediterranean,Briam,40.28,2.4,1.0
2587,Fresh Corner Regensburg,Regensburg,Italian,Lasagna,30.02,1.5,3.3
2588,Exquisite Cuisine Kassel,Kassel,Mediterranean,Briam,27.8,4.2,4.0
2589,Delicious Flavors Magdeburg,Magdeburg,German,Brezel mit Obatzda,77.03,3.3,3.5
2590,Smoky Den Cologne,Cologne,Italian,Minestrone Soup,69.35,2.8,3.9
2591,Fusion Diner Salzgitter,Salzgitter,Turkish,Pide,28.54,1.7,3.6
2592,Crispy Diner Potsdam,Potsdam,Chinese,Peking Duck,29.75,3.0,3.3
2593,Delicious Corner Duisburg,Duisburg,Mexican,Burrito,67.41,1.8,1.1
2594,Sizzling Resto Lübeck,Lübeck,Thai,Panang Curry,29.02,2.9,2.2
2595,Fusion Retreat Essen,Essen,Italian,Bolognese Pasta,40.9,4.9,4.2
2596,Exotic Cuisine Münster,Münster,Italian,Tagliatelle al Tartufo,14.75,1.1,4.4
2597,Tasty Gastronomy Mainz,Mainz,Mexican,Guacamole & Chips,50.04,1.4,4.9
2598,Royal Feast Koblenz,Koblenz,French,Coq au Vin,57.49,1.0,4.8
2599,Smoky Hub Stuttgart,Stuttgart,Mediterranean,Manakeesh,71.9,4.4,3.0
2600,Grand House Erlangen,Erlangen,Chinese,Hot and Sour Soup,47.22,2.1,2.0
2601,Delicious Corner Bochum,Bochum,German,Brezel mit Obatzda,40.72,2.2,1.9
2602,Grand Hub Halle (Saale),Halle (Saale),French,Soufflé,31.72,2.5,3.6
2603,Authentic Heaven Leipzig,Leipzig,Italian,Parmigiana,15.4,4.6,4.8
2604,Vibrant Cafe Reutlingen,Reutlingen,Chinese,Lotus Root Salad,35.02,1.7,3.7
2605,Delicious Delights Regensburg,Regensburg,Italian,Arancini,17.14,4.9,1.1
2606,Juicy Oasis Frankfurt am Main,Frankfurt am Main,Mexican,Horchata,63.8,2.8,2.7
2607,Yummy Palace Pforzheim,Pforzheim,Turkish,Etli Ekmek,7.06,2.0,3.2
2608,Exotic Cuisine Mannheim,Mannheim,Japanese,Takoyaki,74.18,2.6,3.0
2609,Golden Feast Cologne,Cologne,Indian,Rogan Josh,67.35,1.6,2.6
2610,Exotic Nest Dortmund,Dortmund,Chinese,Sichuan Hot Pot,25.74,3.9,3.4
2611,Elegant Food Spot Regensburg,Regensburg,Mediterranean,Hummus & Pita,5.11,3.5,2.5
2612,Gourmet Delights Offenbach,Offenbach,Chinese,Chow Mein,14.06,1.8,1.8
2613,Smoky Retreat Dortmund,Dortmund,Indian,Pav Bhaji,52.19,1.6,3.8
2614,Vibrant Grove Bergisch Gladbach,Bergisch Gladbach,French,Baguette with Cheese,3.64,2.8,1.5
2615,Cozy Tavern Hamburg,Hamburg,German,Kartoffelsalat,43.17,2.7,2.4
2616,Juicy Bistro Dresden,Dresden,Indian,Chole Bhature,10.62,1.7,3.4
2617,Zesty Cellar Herne,Herne,German,Kartoffelsalat,53.54,1.7,2.3
2618,Exotic Nest Potsdam,Potsdam,French,Beef Bourguignon,22.18,2.6,1.9
2619,Elegant Grove Hanover,Hanover,Thai,Massaman Curry,20.93,3.1,3.4
2620,Golden Grove Wuppertal,Wuppertal,Italian,Pasta Carbonara,19.52,3.4,4.3
2621,Elegant Tavern Cologne,Cologne,Chinese,Steamed Fish with Ginger,60.38,3.5,1.8
2622,Cozy Diner Aachen,Aachen,Mediterranean,Shakshuka,58.26,2.3,2.8
2623,Fusion Eats Aachen,Aachen,Mexican,Pozole,61.59,2.1,1.6
2624,Smoky Burger Spot Augsburg,Augsburg,Mediterranean,Manakeesh,74.11,1.3,3.1
2625,Rustic Gastronomy Kassel,Kassel,Thai,Satay Skewers,42.19,3.5,4.9
2626,Smoky Kitchen Cologne,Cologne,French,Macarons,20.45,2.6,4.8
2627,Royal Feast Bochum,Bochum,German,Eisbein mit Sauerkraut,10.2,2.7,2.9
2628,Grand Corner Dresden,Dresden,Mediterranean,Shakshuka,47.79,3.3,1.1
2629,Smoky Eats Aachen,Aachen,Turkish,Karniyarik,38.06,3.4,4.6
2630,Succulent Grill Bielefeld,Bielefeld,Italian,Penne Arrabbiata,56.63,2.1,3.9
2631,Fusion Food Spot Bochum,Bochum,French,Quiche Lorraine,44.94,4.6,1.3
2632,Rustic Corner Hanover,Hanover,Italian,Caprese Salad,72.76,1.6,4.1
2633,Fusion Table Cologne,Cologne,Turkish,Adana Kebab,39.07,1.1,2.1
2634,Crispy Delights Heidelberg,Heidelberg,Italian,Lasagna,62.07,2.4,4.1
2635,Tasty Feast Bielefeld,Bielefeld,German,Weißwurst,18.28,1.4,2.3
2636,Cozy Retreat Erlangen,Erlangen,Indian,Biryani,20.83,3.7,1.3
2637,Smoky Resto Aachen,Aachen,German,Weißwurst,45.93,4.5,4.0
2638,Golden Eats Frankfurt am Main,Frankfurt am Main,Italian,Minestrone Soup,53.18,1.9,4.8
2639,Vibrant Food Spot Hamburg,Hamburg,French,Tarte Tatin,62.29,4.4,3.7
2640,Vibrant Cuisine Duisburg,Duisburg,French,Bouillabaisse,33.72,2.8,4.1
2641,Crispy Kitchen Leipzig,Leipzig,Mediterranean,Shawarma,32.27,3.6,4.0
2642,Elegant Kitchen Augsburg,Augsburg,Italian,Risotto,72.03,3.2,3.0
2643,Juicy Oasis Munich,Munich,Mexican,Chiles Rellenos,70.13,3.9,4.7
2644,Zesty Grill Dortmund,Dortmund,Mediterranean,Dolma,66.63,4.8,1.1
2645,Gourmet Kitchen Wolfsburg,Wolfsburg,French,Tarte Tatin,70.53,1.0,1.9
2646,Sizzling Pizza House Dresden,Dresden,Japanese,Gyoza,19.9,3.3,4.1
2647,Divine Grill Münster,Münster,Chinese,Hot and Sour Soup,7.86,1.5,1.4
2648,Exotic Palace Trier,Trier,Chinese,Spring Rolls,6.13,3.4,2.8
2649,Exotic Corner Augsburg,Augsburg,Japanese,Unagi Don,39.65,3.6,2.6
2650,Elegant Heaven Wuppertal,Wuppertal,Mediterranean,Grilled Halloumi,51.02,4.8,3.1
2651,Divine Resto Essen,Essen,Indian,Ras Malai,69.83,4.1,4.1
2652,Grand Den Koblenz,Koblenz,Turkish,Karniyarik,33.77,1.1,3.4
2653,Vibrant Den Augsburg,Augsburg,Mexican,Fajitas,31.21,3.8,1.5
2654,Smoky Nest Cologne,Cologne,Japanese,Ramen Bowl,3.59,3.6,2.3
2655,Golden House Kassel,Kassel,Japanese,Gyoza,73.76,2.1,2.4
2656,Divine Bites Trier,Trier,German,Bratwurst,48.42,4.6,4.0
2657,Exquisite Delights Münster,Münster,Japanese,Udon Noodles,52.36,3.8,3.5
2658,Crispy Grove Nuremberg,Nuremberg,Mediterranean,Tabbouleh,32.0,1.8,2.9
2659,Succulent Delights Reutlingen,Reutlingen,Mexican,Elote,64.17,3.7,4.9
2660,Yummy Barbecue Hanover,Hanover,French,Coq au Vin,4.08,3.1,4.4
2661,Spicy Delights Mainz,Mainz,German,Rinderroulade,74.91,4.2,1.2
2662,Flavorful Grill Offenbach,Offenbach,Chinese,Peking Duck,18.93,1.5,1.7
2663,Gourmet Tavern Kassel,Kassel,Italian,Calzone,37.78,1.3,3.8
2664,Divine House Düsseldorf,Düsseldorf,Mexican,Fajitas,20.81,3.3,4.6
2665,Sizzling Grill Oberhausen,Oberhausen,Italian,Penne Arrabbiata,79.81,2.1,3.7
2666,Crispy Gastronomy Trier,Trier,Indian,Chicken Tikka Masala,66.41,1.8,3.7
2667,Sizzling Cafe Hamburg,Hamburg,Turkish,Şiş Kebab,65.22,4.1,2.9
2668,Royal Delights Offenbach,Offenbach,Indian,Paneer Butter Masala,63.15,1.3,1.9
2669,Rustic Kitchen Hanover,Hanover,Mediterranean,Greek Salad,72.5,3.4,2.2
2670,Zesty Burger Spot Bremerhaven,Bremerhaven,German,Weißwurst,66.96,1.6,4.5
2671,Sizzling Diner Heilbronn,Heilbronn,German,Matjes Brötchen,12.8,4.1,3.8
2672,Flavorful Kitchen Salzgitter,Salzgitter,Mexican,Mole Poblano,67.1,1.2,2.5
2673,Flavorful Den Siegen,Siegen,Mediterranean,Dolma,30.48,2.2,1.6
2674,Vibrant Cafe Trier,Trier,Indian,Butter Chicken,14.22,3.4,2.5
2675,Flavorful Cafe Mannheim,Mannheim,German,Haxe (Pork Knuckle),11.35,1.8,1.3
2676,Elegant Feast Leipzig,Leipzig,Italian,Minestrone Soup,62.79,2.3,3.7
2677,Juicy Grill Halle (Saale),Halle (Saale),Chinese,Wonton Soup,62.62,4.4,3.4
2678,Spicy Burger Spot Hanover,Hanover,German,Kartoffelsalat,39.24,4.3,2.9
2679,Cozy Table Siegen,Siegen,Indian,Butter Chicken,14.08,1.1,4.5
2680,Tasty Flavors Dortmund,Dortmund,Japanese,Teriyaki Chicken,4.48,3.2,2.1
2681,Sizzling Food Spot Wuppertal,Wuppertal,German,Schnitzel,16.21,1.7,1.5
2682,Crispy Cellar Hamburg,Hamburg,German,Eisbein mit Sauerkraut,65.01,2.4,1.6
2683,Tasty Cafe Leipzig,Leipzig,Turkish,Meze Platter,52.05,1.2,2.6
2684,Fusion Retreat Munich,Munich,German,Zwiebelkuchen,38.93,3.1,1.4
2685,Royal Barbecue Dortmund,Dortmund,Thai,Massaman Curry,4.52,1.4,1.2
2686,Royal Burger Spot Bonn,Bonn,Indian,Butter Chicken,23.28,2.6,3.1
2687,Savory Kitchen Reutlingen,Reutlingen,Mediterranean,Dolma,69.06,3.6,2.5
2688,Heavenly Resto Bonn,Bonn,Italian,Risotto,49.12,2.2,3.8
2689,Flavorful Cafe Bergisch Gladbach,Bergisch Gladbach,Mediterranean,Dolma,7.47,1.0,2.7
2690,Exquisite Cuisine Potsdam,Potsdam,Chinese,Century Egg Congee,30.28,3.2,1.5
2691,Royal Food Spot Herne,Herne,German,Maultaschen,3.05,1.1,3.9
2692,Juicy Hub Aachen,Aachen,Indian,Chole Bhature,75.05,4.2,1.4
2693,Exotic House Duisburg,Duisburg,Indian,Dal Makhani,54.82,3.7,1.7
2694,Cozy Cafe Bergisch Gladbach,Bergisch Gladbach,Thai,Larb Gai,51.92,3.0,1.5
2695,Exquisite House Mannheim,Mannheim,Mexican,Tamales,39.93,1.8,3.4
2696,Zesty Gastronomy Leipzig,Leipzig,French,French Onion Soup,30.99,2.2,4.2
2697,Grand Resto Heidelberg,Heidelberg,Thai,Tom Yum Soup,66.19,4.0,2.6
2698,Exotic Palace Essen,Essen,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),68.61,4.6,2.7
2699,Smoky Barbecue Wolfsburg,Wolfsburg,Chinese,Bok Choy Stir Fry,21.34,5.0,2.7
2700,Grand Den Lübeck,Lübeck,Chinese,Kung Pao Chicken,24.81,4.3,4.5
2701,Heavenly Pizza House Leipzig,Leipzig,Thai,Kanom Krok (Coconut Pancakes),57.63,3.7,1.1
2702,Succulent Diner Leverkusen,Leverkusen,German,Weißwurst,18.12,1.5,2.6
2703,Delicious Table Trier,Trier,Turkish,Meze Platter,29.19,4.0,1.0
2704,Succulent Diner Bottrop,Bottrop,Chinese,Hot and Sour Soup,4.32,2.4,4.8
2705,Delicious Hub Düsseldorf,Düsseldorf,Turkish,Baklava,46.2,3.0,2.0
2706,Authentic Kitchen Herne,Herne,German,Haxe (Pork Knuckle),48.35,4.0,4.9
2707,Vibrant Cuisine Oberhausen,Oberhausen,Italian,Arancini,10.11,1.8,2.5
2708,Grand Grove Bergisch Gladbach,Bergisch Gladbach,Thai,Khao Soi,31.82,2.4,4.0
2709,Vibrant Eats Wolfsburg,Wolfsburg,Mediterranean,Grilled Halloumi,34.81,2.4,4.4
2710,Flavorful Delights Herne,Herne,Mexican,Tostadas,45.3,4.8,1.2
2711,Elegant Eats Stuttgart,Stuttgart,Mediterranean,Greek Salad,49.9,3.6,1.4
2712,Elegant Pizza House Erlangen,Erlangen,Japanese,Soba Noodles,68.08,2.3,4.0
2713,Exquisite Feast Oberhausen,Oberhausen,German,Labskaus,17.54,2.8,4.4
2714,Divine Cuisine Mainz,Mainz,Indian,Paneer Butter Masala,26.63,2.3,3.0
2715,Fresh Burger Spot Göttingen,Göttingen,German,Eisbein mit Sauerkraut,74.37,1.1,4.9
2716,Rustic Den Düsseldorf,Düsseldorf,Japanese,Okonomiyaki,73.26,2.8,2.3
2717,Succulent Grill Mülheim,Mülheim,Japanese,Soba Noodles,37.52,1.9,4.9
2718,Fresh Corner Göttingen,Göttingen,Mexican,Chiles Rellenos,73.41,4.7,1.0
2719,Cozy Retreat Wuppertal,Wuppertal,Japanese,Soba Noodles,39.87,2.1,3.6
2720,Exquisite Bistro Heilbronn,Heilbronn,French,Quiche Lorraine,29.65,1.5,4.0
2721,Zesty House Wolfsburg,Wolfsburg,Mediterranean,Falafel,70.7,3.3,2.5
2722,Juicy Feast Chemnitz,Chemnitz,Indian,Biryani,27.3,4.2,1.3
2723,Authentic Diner Leverkusen,Leverkusen,Mediterranean,Shakshuka,57.56,4.3,2.7
2724,Vibrant Food Spot Essen,Essen,Mediterranean,Spanakopita,67.26,1.3,1.0
2725,Fresh Pizza House Regensburg,Regensburg,Indian,Dal Makhani,64.63,2.2,2.7
2726,Heavenly Barbecue Lübeck,Lübeck,French,Tarte Tatin,21.89,4.2,4.4
2727,Divine Oasis Offenbach,Offenbach,Japanese,Teriyaki Chicken,19.59,3.3,4.2
2728,Juicy Hub Wuppertal,Wuppertal,Turkish,Lahmacun Wrap,12.53,4.9,3.1
2729,Elegant Eats Mülheim,Mülheim,German,Zwiebelkuchen,7.61,4.9,1.7
2730,Royal Delights Düsseldorf,Düsseldorf,Indian,Dosa,54.92,4.0,1.6
2731,Cozy Feast Heidelberg,Heidelberg,Mexican,Mole Poblano,58.9,3.2,3.5
2732,Succulent Palace Heilbronn,Heilbronn,Indian,Pani Puri,36.53,3.7,2.4
2733,Sizzling Barbecue Cologne,Cologne,Turkish,Lahmacun Wrap,72.53,4.5,2.1
2734,Exquisite Oasis Leipzig,Leipzig,Italian,Bolognese Pasta,79.64,1.3,2.8
2735,Tasty Tavern Leipzig,Leipzig,Turkish,Cacik,56.52,2.8,4.1
2736,Heavenly Cuisine Siegen,Siegen,Chinese,Century Egg Congee,25.02,2.2,4.1
2737,Fusion Bistro Potsdam,Potsdam,Turkish,Pide,43.21,4.4,3.1
2738,Crispy Hub Berlin,Berlin,Mediterranean,Shakshuka,41.17,3.1,4.3
2739,Fusion Table Heilbronn,Heilbronn,Mexican,Nachos,20.1,1.7,2.9
2740,Savory Kitchen Hamburg,Hamburg,Indian,Biryani,7.87,3.5,3.2
2741,Heavenly Feast Salzgitter,Salzgitter,Chinese,Kung Pao Chicken,43.49,1.1,2.3
2742,Grand Bites Siegen,Siegen,French,Duck Confit,20.55,4.0,2.7
2743,Delicious Cellar Essen,Essen,German,Eisbein mit Sauerkraut,57.2,2.6,1.5
2744,Yummy Kitchen Bremerhaven,Bremerhaven,German,Maultaschen,72.68,1.0,4.4
2745,Authentic Heaven Lübeck,Lübeck,Chinese,Bok Choy Stir Fry,58.02,3.3,2.3
2746,Grand Barbecue Pforzheim,Pforzheim,Chinese,Sesame Chicken,3.78,3.6,4.6
2747,Zesty Tavern Düsseldorf,Düsseldorf,Italian,Gnocchi,57.62,2.3,2.2
2748,Authentic Grove Offenbach,Offenbach,Turkish,Iskender Kebab,11.82,3.0,2.1
2749,Exotic Tavern Offenbach,Offenbach,Mexican,Ceviche,71.97,3.8,1.2
2750,Sizzling Eats Erlangen,Erlangen,Mexican,Enchiladas,46.65,3.1,4.5
2751,Zesty Bistro Wolfsburg,Wolfsburg,German,Rinderroulade,3.29,3.1,4.4
2752,Tasty Cafe Cologne,Cologne,Japanese,Gyoza,32.97,2.8,4.4
2753,Sizzling Burger Spot Leverkusen,Leverkusen,German,Weißwurst,52.74,4.3,2.2
2754,Divine Diner Frankfurt am Main,Frankfurt am Main,Mediterranean,Hummus & Pita,53.95,4.0,3.6
2755,Sizzling Retreat Duisburg,Duisburg,Indian,Samosa,27.81,4.4,2.3
2756,Cozy Burger Spot Heilbronn,Heilbronn,Mediterranean,Grilled Halloumi,79.0,1.9,3.6
2757,Golden Retreat Chemnitz,Chemnitz,Indian,Paneer Butter Masala,11.48,1.1,3.3
2758,Crispy Bites Frankfurt am Main,Frankfurt am Main,German,Currywurst,51.56,1.4,3.2
2759,Royal Heaven Offenbach,Offenbach,Japanese,Shabu Shabu,53.19,3.1,2.7
2760,Smoky Kitchen Wuppertal,Wuppertal,Mediterranean,Paella,59.2,3.2,4.4
2761,Delicious Retreat Herne,Herne,German,Brezel mit Obatzda,74.48,4.9,4.1
2762,Tasty Flavors Dresden,Dresden,French,Moules Marinières,50.16,3.1,1.2
2763,Gourmet Cafe Siegen,Siegen,Thai,Tod Mun Pla (Fish Cakes),21.46,1.6,2.9
2764,Fusion Table Siegen,Siegen,Thai,Tom Kha Gai,35.63,4.4,3.8
2765,Gourmet Cafe Herne,Herne,Thai,Khao Pad Sapparod (Pineapple Fried Rice),40.8,3.5,4.5
2766,Heavenly Barbecue Bergisch Gladbach,Bergisch Gladbach,Chinese,Lotus Root Salad,79.03,4.0,2.8
2767,Gourmet Pizza House Magdeburg,Magdeburg,Thai,Mango Sticky Rice,76.54,2.7,3.1
2768,Fresh Bistro Augsburg,Augsburg,Indian,Samosa,77.13,2.1,3.4
2769,Royal Den Stuttgart,Stuttgart,Indian,Rogan Josh,13.88,1.9,4.3
2770,Elegant Tavern Wuppertal,Wuppertal,French,Bouillabaisse,74.2,5.0,3.9
2771,Tasty Eats Essen,Essen,Italian,Margherita Pizza,75.05,1.8,3.6
2772,Zesty Bistro Dortmund,Dortmund,German,Pretzel & Beer,43.19,3.1,4.9
2773,Golden Corner Hamburg,Hamburg,French,Moules Marinières,4.41,3.5,1.9
2774,Tasty Tavern Düsseldorf,Düsseldorf,Indian,Ras Malai,34.14,3.0,1.0
2775,Delicious Pizza House Kassel,Kassel,Italian,Penne Arrabbiata,31.53,4.9,1.2
2776,Sizzling Diner Bergisch Gladbach,Bergisch Gladbach,Mexican,Mole Poblano,11.9,2.7,4.1
2777,Sizzling Delights Braunschweig,Braunschweig,Turkish,Manti,63.65,2.5,1.8
2778,Exquisite Diner Nuremberg,Nuremberg,French,Baguette with Cheese,65.41,2.8,3.4
2779,Sizzling House Lübeck,Lübeck,Indian,Dosa,48.49,4.7,4.2
2780,Fresh Kitchen Herne,Herne,Indian,Ras Malai,51.63,4.1,3.0
2781,Zesty Grill Augsburg,Augsburg,German,Weißwurst,78.11,1.3,5.0
2782,Exquisite Feast Erlangen,Erlangen,Turkish,Karniyarik,27.79,3.5,5.0
2783,Heavenly Corner Lübeck,Lübeck,Italian,Ossobuco,19.45,3.9,4.7
2784,Flavorful Eats Offenbach,Offenbach,Thai,Thai Fried Rice,66.94,3.4,2.7
2785,Golden Delights Dresden,Dresden,Japanese,Teriyaki Chicken,72.77,3.3,2.9
2786,Elegant Den Bielefeld,Bielefeld,Chinese,Peking Duck,39.09,2.6,2.6
2787,Fresh Bites Halle (Saale),Halle (Saale),Thai,Tom Kha Gai,55.47,1.3,5.0
2788,Sizzling Grove Erlangen,Erlangen,Thai,Thai Fried Rice,43.96,2.0,1.7
2789,Spicy Hub Essen,Essen,Mediterranean,Spanakopita,70.46,4.3,5.0
2790,Royal Table Wolfsburg,Wolfsburg,Thai,Mango Sticky Rice,58.5,2.2,4.9
2791,Savory Pizza House Oberhausen,Oberhausen,French,Baguette with Cheese,40.29,1.0,1.4
2792,Vibrant House Mainz,Mainz,Mexican,Sopes,79.35,2.1,3.9
2793,Vibrant Bites Herne,Herne,Mediterranean,Grilled Halloumi,34.29,2.7,3.8
2794,Zesty Bites Mülheim,Mülheim,German,Brezel mit Obatzda,51.89,2.6,2.8
2795,Elegant Oasis Berlin,Berlin,Indian,Chole Bhature,32.17,3.0,3.9
2796,Smoky Nest Augsburg,Augsburg,Mexican,Sopes,74.07,4.0,4.7
2797,Zesty Gastronomy Bielefeld,Bielefeld,Mediterranean,Baba Ganoush,41.72,1.7,2.8
2798,Heavenly House Munich,Munich,Indian,Ras Malai,42.17,1.1,4.4
2799,Divine Hub Regensburg,Regensburg,Indian,Tandoori Chicken,41.28,3.4,2.8
2800,Vibrant House Aachen,Aachen,Mediterranean,Moussaka,58.64,2.4,1.2
2801,Tasty Retreat Leverkusen,Leverkusen,Thai,Pla Rad Prik (Fried Fish with Chili Sauce),25.15,4.6,2.4
2802,Tasty Feast Cologne,Cologne,German,Leberkäse,63.63,2.7,4.4
2803,Golden Cafe Reutlingen,Reutlingen,Indian,Chicken Tikka Masala,49.4,1.6,1.2
2804,Zesty Flavors Wolfsburg,Wolfsburg,Mediterranean,Saganaki,46.85,3.6,2.0
